city,state,county_name,latitude,longitude,population,density,source,zips
Lookout Mountain,Tennessee,Hamilton,34.9944,-85.3516,1889.0,543.0,polygon,37350
Rural Hill,Tennessee,Wilson,36.1164,-86.5152,1888.0,179.0,polygon,37076 37122
Hopewell,Tennessee,Bradley,35.2387,-84.9139,1888.0,102.0,polygon,37312
New Johnsonville,Tennessee,Humphreys,36.0163,-87.9696,1874.0,140.0,polygon,37134
Lakesite,Tennessee,Hamilton,35.2027,-85.1413,1864.0,413.0,polygon,37343 37379
Blaine,Tennessee,Grainger,36.1478,-83.694,1860.0,75.0,polygon,37709
Spring City,Tennessee,Rhea,35.6884,-84.8626,1851.0,267.0,polygon,37381
Cross Plains,Tennessee,Robertson,36.5412,-86.6766,1827.0,81.0,polygon,37049
Loretto,Tennessee,Lawrence,35.0794,-87.4402,1771.0,183.0,polygon,38469
Surgoinsville,Tennessee,Hawkins,36.4745,-82.8594,1760.0,118.0,polygon,37857 37873
Pikeville,Tennessee,Bledsoe,35.6027,-85.1984,1741.0,275.0,polygon,37367
Gruetli-Laager,Tennessee,Grundy,35.3725,-85.6375,1738.0,52.0,polygon,37339
McEwen,Tennessee,Humphreys,36.1099,-87.6355,1731.0,362.0,polygon,37101
Whitwell,Tennessee,Marion,35.1918,-85.5212,1730.0,190.0,polygon,37397
Mowbray Mountain,Tennessee,Hamilton,35.2751,-85.2225,1699.0,32.0,polygon,37379
Spencer,Tennessee,Van Buren,35.7393,-85.456,1691.0,99.0,polygon,38585
Three Way,Tennessee,Madison,35.772,-88.8572,1688.0,145.0,polygon,38343
East Cleveland,Tennessee,Bradley,35.1525,-84.8541,1682.0,519.0,polygon,37311
Bluff City,Tennessee,Sullivan,36.4589,-82.2769,1670.0,369.0,polygon,37618 37686
Decatur,Tennessee,Meigs,35.5291,-84.7933,1667.0,169.0,polygon,37322
Cowan,Tennessee,Franklin,35.1629,-86.0142,1658.0,308.0,polygon,37318
Olivet,Tennessee,Hardin,35.2048,-88.1939,1652.0,106.0,polygon,38372
Charlotte,Tennessee,Dickson,36.1861,-87.3389,1634.0,155.0,polygon,37036
Ridgely,Tennessee,Lake,36.2607,-89.4808,1623.0,380.0,polygon,38080
Graysville,Tennessee,Rhea,35.4493,-85.0763,1580.0,517.0,polygon,37338 37321
Vonore,Tennessee,Monroe,35.5977,-84.2365,1552.0,68.0,polygon,37885 37801
Gray,Tennessee,Washington,36.4219,-82.4767,1552.0,401.0,polygon,37615
Fall Branch,Tennessee,Washington,36.4161,-82.6242,1547.0,132.0,polygon,37656
Dover,Tennessee,Stewart,36.4818,-87.8438,1546.0,156.0,polygon,37058
Chapel Hill,Tennessee,Marshall,35.6294,-86.6955,1538.0,187.0,polygon,37034
Englewood,Tennessee,McMinn,35.4228,-84.4883,1534.0,310.0,polygon,37329
Mason,Tennessee,Tipton,35.4128,-89.5412,1531.0,298.0,polygon,38049
Baxter,Tennessee,Putnam,36.1537,-85.6349,1531.0,188.0,polygon,38544
Watertown,Tennessee,Wilson,36.101,-86.1403,1523.0,442.0,polygon,37184
Burns,Tennessee,Dickson,36.0507,-87.2983,1456.0,165.0,polygon,37029 37055
Banner Hill,Tennessee,Unicoi,36.1222,-82.4203,1455.0,402.0,polygon,37650
Crump,Tennessee,Hardin,35.2315,-88.3381,1454.0,44.0,polygon,38310 38327
Kimball,Tennessee,Marion,35.0469,-85.674,1449.0,105.0,polygon,37347 37380
Midtown,Tennessee,Roane,35.8813,-84.5716,1437.0,123.0,polygon,37748
Celina,Tennessee,Clay,36.5469,-85.5043,1420.0,297.0,polygon,38551
South Carthage,Tennessee,Smith,36.2414,-85.9575,1398.0,210.0,polygon,37030
Tracy City,Tennessee,Grundy,35.262,-85.7515,1397.0,115.0,polygon,37387
Bruceton,Tennessee,Carroll,36.0349,-88.2466,1395.0,320.0,polygon,38317
New Union,Tennessee,Coffee,35.534,-86.0832,1389.0,139.0,polygon,37355
Gleason,Tennessee,Weakley,36.2174,-88.6107,1376.0,236.0,polygon,38229
New Market,Tennessee,Jefferson,36.1096,-83.5493,1375.0,125.0,polygon,37820
Powells Crossroads,Tennessee,Marion,35.1848,-85.4848,1359.0,107.0,polygon,37397
Rutledge,Tennessee,Grainger,36.2757,-83.5311,1355.0,94.0,polygon,37861
Sneedville,Tennessee,Hancock,36.5366,-83.2099,1349.0,226.0,polygon,37869
Rockvale,Tennessee,Rutherford,35.7668,-86.521,1340.0,118.0,polygon,37153 37128
Tennessee Ridge,Tennessee,Houston,36.3194,-87.7632,1332.0,137.0,polygon,37061 37178
Troy,Tennessee,Obion,36.3419,-89.1583,1321.0,377.0,polygon,38260
Falling Water,Tennessee,Hamilton,35.1962,-85.2604,1309.0,94.0,polygon,37415 37343
Cornersville,Tennessee,Marshall,35.3628,-86.8583,1291.0,87.0,polygon,37047
Erin,Tennessee,Houston,36.3159,-87.7026,1280.0,126.0,polygon,37061
Benton,Tennessee,Polk,35.1749,-84.6516,1278.0,162.0,polygon,37307
Fincastle,Tennessee,Campbell,36.4038,-84.048,1276.0,134.0,polygon,37766
Roan Mountain,Tennessee,Carter,36.1866,-82.0705,1276.0,74.0,polygon,37687
Huntsville,Tennessee,Scott,36.4112,-84.5053,1269.0,121.0,polygon,37756 37755
Dodson Branch,Tennessee,Jackson,36.3148,-85.5322,1260.0,43.0,polygon,38501
Gordonsville,Tennessee,Smith,36.1817,-85.9324,1245.0,67.0,polygon,38563
Monteagle,Tennessee,Marion,35.2367,-85.8513,1234.0,50.0,polygon,37375 37356
Bon Aqua Junction,Tennessee,Hickman,35.9281,-87.3124,1229.0,100.0,polygon,37098
Ardmore,Tennessee,Giles,35.0031,-86.8547,1221.0,100.0,polygon,38449
Greenback,Tennessee,Loudon,35.6487,-84.1724,1219.0,56.0,polygon,37742
Grimsley,Tennessee,Fentress,36.2761,-84.997,1219.0,43.0,polygon,38565 38556
Kenton,Tennessee,Obion,36.2021,-89.0155,1195.0,236.0,polygon,38233
Lyles,Tennessee,Hickman,35.9195,-87.345,1173.0,172.0,polygon,37098
Telford,Tennessee,Washington,36.2534,-82.5478,1161.0,181.0,polygon,37690
Riceville,Tennessee,McMinn,35.3895,-84.699,1140.0,202.0,polygon,37370
Red Boiling Springs,Tennessee,Macon,36.5301,-85.8481,1132.0,249.0,polygon,37150
Lone Oak,Tennessee,Sequatchie,35.2007,-85.3685,1125.0,67.0,polygon,37377
Luttrell,Tennessee,Union,36.2097,-83.7478,1080.0,108.0,polygon,37779
Altamont,Tennessee,Grundy,35.4325,-85.7433,1067.0,20.0,polygon,37301 37305
Rutherford,Tennessee,Gibson,36.1249,-88.992,1067.0,178.0,polygon,38369
New Hope,Tennessee,Marion,35.0044,-85.6598,1052.0,39.0,polygon,37380
Obion,Tennessee,Obion,36.2643,-89.1947,1041.0,311.0,polygon,38240
Alexandria,Tennessee,DeKalb,36.0791,-86.0381,1012.0,192.0,polygon,37012
Helenwood,Tennessee,Scott,36.4289,-84.5532,1008.0,61.0,polygon,37755
Winfield,Tennessee,Scott,36.5637,-84.4459,1006.0,59.0,polygon,37892
Wildwood,Tennessee,Blount,35.7999,-83.8686,992.0,154.0,polygon,37804
Scotts Hill,Tennessee,Decatur,35.5188,-88.2526,979.0,100.0,polygon,38374
Bradford,Tennessee,Gibson,36.0737,-88.8158,978.0,221.0,polygon,38316
Rossville,Tennessee,Fayette,35.0323,-89.5612,962.0,71.0,polygon,38066
Gainesboro,Tennessee,Jackson,36.3618,-85.6496,959.0,237.0,polygon,38562
Walnut Grove,Tennessee,Sumner,36.489,-86.6057,956.0,76.0,polygon,37048
Linden,Tennessee,Perry,35.6123,-87.8429,956.0,367.0,polygon,37096
Collinwood,Tennessee,Wayne,35.1745,-87.7441,944.0,131.0,polygon,38450
Orlinda,Tennessee,Robertson,36.5938,-86.7015,940.0,55.0,polygon,37141
Henning,Tennessee,Lauderdale,35.682,-89.577,931.0,145.0,polygon,38041
Wartburg,Tennessee,Morgan,36.1038,-84.5859,924.0,352.0,polygon,37887
Atwood,Tennessee,Carroll,35.9747,-88.6689,919.0,204.0,polygon,38220
Sharon,Tennessee,Weakley,36.2349,-88.8252,917.0,278.0,polygon,38255
Tellico Plains,Tennessee,Monroe,35.3665,-84.2982,909.0,179.0,polygon,37385
Friendsville,Tennessee,Blount,35.7563,-84.1319,903.0,122.0,polygon,37737
Lobelville,Tennessee,Perry,35.7507,-87.7958,888.0,91.0,polygon,37097
Decaturville,Tennessee,Decatur,35.582,-88.1195,862.0,201.0,polygon,38329
Rockford,Tennessee,Blount,35.8328,-83.9357,852.0,103.0,polygon,37853 37804
Huntland,Tennessee,Franklin,35.0579,-86.2689,844.0,213.0,polygon,37345
Trezevant,Tennessee,Carroll,36.011,-88.6205,838.0,227.0,polygon,38258
Coalmont,Tennessee,Grundy,35.3458,-85.7113,834.0,53.0,polygon,37313
Mooresburg,Tennessee,Hawkins,36.3531,-83.2362,832.0,84.0,polygon,37811
St. Joseph,Tennessee,Lawrence,35.033,-87.5008,829.0,84.0,polygon,38481
Clarkrange,Tennessee,Fentress,36.1857,-85.0096,818.0,31.0,polygon,38553
Petros,Tennessee,Morgan,36.1028,-84.4503,812.0,79.0,polygon,37840 37845
Ooltewah,Tennessee,Hamilton,35.0723,-85.0546,786.0,490.0,polygon,37363
Byrdstown,Tennessee,Pickett,36.5737,-85.1342,783.0,203.0,polygon,38549
Eagleville,Tennessee,Rutherford,35.7391,-86.6528,763.0,104.0,polygon,37060
Crab Orchard,Tennessee,Cumberland,35.9066,-84.8847,751.0,26.0,polygon,37723 38555
Niota,Tennessee,McMinn,35.517,-84.5497,733.0,123.0,polygon,37826
Philadelphia,Tennessee,Loudon,35.679,-84.4,729.0,180.0,polygon,37846
Bethel Springs,Tennessee,McNairy,35.2341,-88.6131,727.0,125.0,polygon,38315
Morrison,Tennessee,Warren,35.6048,-85.9117,722.0,103.0,polygon,37357
Bulls Gap,Tennessee,Hawkins,36.2616,-83.0788,721.0,228.0,polygon,37711
Lakewood Park,Tennessee,Coffee,35.6482,-86.1357,714.0,48.0,polygon,37018
Eastview,Tennessee,McNairy,35.0877,-88.5517,707.0,53.0,polygon,38367 38375
Charleston,Tennessee,Bradley,35.2863,-84.7611,697.0,259.0,polygon,37310
Wartrace,Tennessee,Bedford,35.5253,-86.3301,695.0,306.0,polygon,37183
Hollow Rock,Tennessee,Carroll,36.0355,-88.274,679.0,155.0,polygon,38342
Adams,Tennessee,Robertson,36.5826,-87.0634,671.0,98.0,polygon,37010
Palmer,Tennessee,Grundy,35.3576,-85.5656,668.0,52.0,polygon,37365
Friendship,Tennessee,Crockett,35.9084,-89.2414,664.0,194.0,polygon,38034
Puryear,Tennessee,Henry,36.4413,-88.3324,663.0,270.0,polygon,38251
Maury City,Tennessee,Crockett,35.8145,-89.2239,659.0,225.0,polygon,38050 38001
Gallaway,Tennessee,Fayette,35.3274,-89.6066,647.0,40.0,polygon,38036 38002 38049
Flintville,Tennessee,Lincoln,35.0601,-86.4164,640.0,46.0,polygon,37335
Middleton,Tennessee,Hardeman,35.0593,-88.8901,635.0,117.0,polygon,38052
Allardt,Tennessee,Fentress,36.3811,-84.8814,627.0,64.0,polygon,38556
Michie,Tennessee,McNairy,35.0605,-88.4257,625.0,42.0,polygon,38357
Gates,Tennessee,Lauderdale,35.8407,-89.4081,612.0,335.0,polygon,38037
Trimble,Tennessee,Dyer,36.202,-89.188,611.0,364.0,polygon,38259
Chesterfield,Tennessee,Henderson,35.6467,-88.27,606.0,30.0,polygon,38351
Summertown,Tennessee,Lawrence,35.4344,-87.3084,598.0,114.0,polygon,38483
Doyle,Tennessee,White,35.8552,-85.512,577.0,180.0,polygon,38583 38559
Pittman Center,Tennessee,Sevier,35.7595,-83.3886,570.0,36.0,polygon,37738 37876
Petersburg,Tennessee,Lincoln,35.3173,-86.6407,568.0,217.0,polygon,37144
Andersonville,Tennessee,Anderson,36.197,-84.033,559.0,133.0,polygon,37705
Moscow,Tennessee,Fayette,35.0611,-89.3893,557.0,168.0,polygon,38057
Pleasant Hill,Tennessee,Cumberland,35.9767,-85.1996,556.0,131.0,polygon,38578 38572 38571 38583
Bell Buckle,Tennessee,Bedford,35.59,-86.353,543.0,352.0,polygon,37020
Saltillo,Tennessee,Hardin,35.3822,-88.2393,538.0,71.0,polygon,38370
Castalian Springs,Tennessee,Sumner,36.4012,-86.3068,536.0,35.0,polygon,37031
Baneberry,Tennessee,Jefferson,36.0465,-83.2783,534.0,115.0,polygon,37890
Minor Hill,Tennessee,Giles,35.0424,-87.1653,531.0,110.0,polygon,38473 38460
Elkton,Tennessee,Giles,35.0616,-86.897,524.0,108.0,polygon,38477 38455
Big Sandy,Tennessee,Benton,36.2325,-88.0854,521.0,288.0,polygon,38221
Sunbright,Tennessee,Morgan,36.2428,-84.6801,519.0,57.0,polygon,37872
Berry Hill,Tennessee,Davidson,36.1196,-86.7673,508.0,216.0,polygon,37211 37204
Wrigley,Tennessee,Hickman,35.8997,-87.3537,503.0,203.0,polygon,37098
Calhoun,Tennessee,McMinn,35.2979,-84.7454,500.0,177.0,polygon,37309
Cumberland Gap,Tennessee,Claiborne,36.5974,-83.6659,490.0,575.0,polygon,37724
Ethridge,Tennessee,Lawrence,35.3218,-87.3013,486.0,162.0,polygon,38456
Hornbeak,Tennessee,Obion,36.3352,-89.2983,470.0,172.0,polygon,38232
Ducktown,Tennessee,Polk,35.036,-84.3848,467.0,68.0,polygon,37317 37326
Gadsden,Tennessee,Crockett,35.7767,-88.9861,464.0,159.0,polygon,38337
Townsend,Tennessee,Blount,35.6763,-83.7528,462.0,89.0,polygon,37882
Beersheba Springs,Tennessee,Grundy,35.4589,-85.6688,460.0,36.0,polygon,37305
Gilt Edge,Tennessee,Tipton,35.5336,-89.8303,455.0,64.0,polygon,38015
Baileyton,Tennessee,Greene,36.3304,-82.8292,451.0,107.0,polygon,37745
Henry,Tennessee,Henry,36.2001,-88.4111,447.0,131.0,polygon,38231
Ridgeside,Tennessee,Hamilton,35.0349,-85.2469,441.0,1004.0,polygon,37411
Guys,Tennessee,McNairy,35.0191,-88.5427,435.0,14.0,polygon,38367 38339
Vanleer,Tennessee,Dickson,36.2381,-87.4466,422.0,232.0,polygon,37181
Stanton,Tennessee,Haywood,35.4613,-89.4013,420.0,316.0,polygon,38069
Burlison,Tennessee,Tipton,35.5569,-89.7847,410.0,150.0,polygon,38015
Dowelltown,Tennessee,DeKalb,36.0125,-85.9427,402.0,206.0,polygon,37059 37095
Fairgarden,Tennessee,Sevier,35.8915,-83.4108,400.0,45.0,polygon,37876
Gibson,Tennessee,Gibson,35.8743,-88.8439,386.0,243.0,polygon,38343
Sardis,Tennessee,Henderson,35.4424,-88.2913,382.0,58.0,polygon,38371
Clarksburg,Tennessee,Carroll,35.8668,-88.3932,379.0,69.0,polygon,38390 38344
Williston,Tennessee,Fayette,35.1585,-89.3754,377.0,88.0,polygon,38068 38076
Watauga,Tennessee,Carter,36.3688,-82.2919,374.0,163.0,polygon,37694
Woodland Mills,Tennessee,Obion,36.4767,-89.1105,357.0,108.0,polygon,38261 38271
Cottontown,Tennessee,Sumner,36.449,-86.5336,354.0,38.0,polygon,37066 37048
New Deal,Tennessee,Sumner,36.5139,-86.5629,354.0,72.0,polygon,37048 37148
Toone,Tennessee,Hardeman,35.3565,-88.9542,334.0,119.0,polygon,38381
Liberty,Tennessee,DeKalb,36.0045,-85.9779,330.0,110.0,polygon,37095
McLemoresville,Tennessee,Carroll,35.9863,-88.5801,326.0,57.0,polygon,38258 38235 38344
Pelham,Tennessee,Grundy,35.3342,-85.8703,323.0,7.0,polygon,37366 37324
Copperhill,Tennessee,Polk,34.9951,-84.3748,321.0,70.0,polygon,37317
Bethpage,Tennessee,Sumner,36.4844,-86.3085,320.0,93.0,polygon,37022
Parker's Crossroads,Tennessee,Henderson,35.7894,-88.3906,313.0,31.0,polygon,38388
Cedar Hill,Tennessee,Robertson,36.5512,-87.001,312.0,187.0,polygon,37032
Rives,Tennessee,Obion,36.3561,-89.0496,311.0,347.0,polygon,38261 38253
Flat Top Mountain,Tennessee,Hamilton,35.3319,-85.2,308.0,6.0,polygon,37379
Cumberland City,Tennessee,Stewart,36.3828,-87.6403,307.0,23.0,polygon,37050
Lynnville,Tennessee,Giles,35.3781,-87.0054,305.0,347.0,polygon,38472
Elgin,Tennessee,Scott,36.3285,-84.6091,303.0,60.0,polygon,37852 37732 37872
Garland,Tennessee,Tipton,35.5818,-89.7526,298.0,211.0,polygon,38019
Ramer,Tennessee,McNairy,35.0719,-88.6175,296.0,74.0,polygon,38367
Parrottsville,Tennessee,Cocke,36.0082,-83.0915,293.0,152.0,polygon,37843
Finger,Tennessee,McNairy,35.357,-88.6169,288.0,70.0,polygon,38334
Walland,Tennessee,Blount,35.732,-83.8069,272.0,68.0,polygon,37886
Grand Junction,Tennessee,Hardeman,35.05,-89.1889,271.0,88.0,polygon,38039
Auburntown,Tennessee,Cannon,35.951,-86.097,266.0,180.0,polygon,37016
Milledgeville,Tennessee,McNairy,35.3776,-88.3661,264.0,63.0,polygon,38332 38359
Braden,Tennessee,Fayette,35.3685,-89.5718,263.0,27.0,polygon,38049 38010
Hornsby,Tennessee,Hardeman,35.2285,-88.8294,262.0,96.0,polygon,38008 38044
Stantonville,Tennessee,McNairy,35.1569,-88.4302,261.0,89.0,polygon,38379
Walnut Grove,Tennessee,Hardin,35.0479,-88.0641,260.0,17.0,polygon,38372
Yorkville,Tennessee,Gibson,36.0976,-89.1184,255.0,75.0,polygon,38059 38330
Centertown,Tennessee,Warren,35.7251,-85.9197,253.0,105.0,polygon,37110
Hillsboro,Tennessee,Coffee,35.4085,-85.9639,251.0,23.0,polygon,37342
Fairfield,Tennessee,Sumner,36.6209,-86.3426,245.0,95.0,polygon,37186
Walterhill,Tennessee,Rutherford,35.9573,-86.3678,233.0,29.0,polygon,37130 37085 37129
Iron City,Tennessee,Lawrence,35.0227,-87.5855,222.0,124.0,polygon,38463
Bransford,Tennessee,Sumner,36.5133,-86.2853,220.0,21.0,polygon,37022
Oakdale,Tennessee,Morgan,35.9896,-84.5573,207.0,91.0,polygon,37829
Graball,Tennessee,Sumner,36.4837,-86.4396,206.0,39.0,polygon,37066 37148
Slayden,Tennessee,Dickson,36.2913,-87.4656,205.0,51.0,polygon,37165 37051
Oak Grove,Tennessee,Sumner,36.5722,-86.3781,204.0,61.0,polygon,37022 37148
Samburg,Tennessee,Obion,36.3823,-89.3533,201.0,164.0,polygon,38254 38232
Darden,Tennessee,Henderson,35.6384,-88.2261,197.0,9.0,polygon,38351 38328
Mitchellville,Tennessee,Sumner,36.6344,-86.54,196.0,140.0,polygon,37148 37119
Enville,Tennessee,Chester,35.3911,-88.4303,192.0,51.0,polygon,38332
Medon,Tennessee,Madison,35.4556,-88.8636,183.0,71.0,polygon,38356
Robbins,Tennessee,Scott,36.3536,-84.5839,178.0,39.0,polygon,37852
Normandy,Tennessee,Bedford,35.4523,-86.2582,147.0,231.0,polygon,37360
Viola,Tennessee,Warren,35.5387,-85.8606,138.0,314.0,polygon,37394 37357
Bowman,Tennessee,Cumberland,36.0586,-85.0305,133.0,22.0,polygon,38571
La Grange,Tennessee,Fayette,35.0477,-89.2408,132.0,25.0,polygon,38057 38046
Orme,Tennessee,Marion,35.0147,-85.8048,110.0,10.0,polygon,37380
Silerton,Tennessee,Hardeman,35.3424,-88.8099,99.0,57.0,polygon,38340 38377
Hickory Valley,Tennessee,Hardeman,35.155,-89.126,93.0,113.0,polygon,38042
Eva,Tennessee,Benton,36.0687,-88.0082,93.0,18.0,polygon,38333
Saulsbury,Tennessee,Hardeman,35.0489,-89.0883,91.0,58.0,polygon,38067
Cottage Grove,Tennessee,Henry,36.3781,-88.4789,86.0,194.0,polygon,38224
